"Player","Team","MP","GS","Goals","Shots","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Big.Chances","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Cross.Comp","Cross.Comp.Pct","Cross.Att","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Comp.Pct","Launch.Att","Through.Comp","Through.Comp.Pct","Through.Att","Throw.In.Comp","Throw.In.Comp.Pct","Throw.In.Att","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Pass.Comp","Pass.Comp.Pct","Pass.Att","opPass.Comp","opPass.Comp.Pct","opPass.Att","opPPass.Comp","opPPass.Comp.Pct","opPPass.Att","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Comp.Pct","PPass.Att","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att"
"Perez","MEX",70,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,1,1,1,0,NA,0,0,0,0,0,1,0,0,0,0,1,12,0.631578947368421,19,11,0.647058823529412,17,7,0.777777777777778,9,0.529411764705882,0.684210526315789,0.263157894736842,0.0526315789473684,6,13,0.461538461538462,5,5,1,1,1,1,0.473684210526316,7,0.777777777777778,9,0.666666666666667,0.222222222222222,0.111111111111111,4,6,0.666666666666667,2,2,1,1,1,1,1,0.5,2,1,1,1,1,0.5,2,1,2,0,1,20,2,4,2,2,6,4,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Press","USA",200,1,2,9,0.333333333333333,1,0,6,1,0.111111111111111,0,4,0,5,0,0,0,0,NA,0,0,0,0,3,1,0.333333333333333,0,1,1,0,0,1,0.25,4,4,0,0,NA,0,1,0.2,5,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,56,0.727272727272727,77,56,0.727272727272727,77,25,0.735294117647059,34,0.441558441558442,0.428571428571429,0.25974025974026,0.311688311688312,20,33,0.606060606060606,14,20,0.7,22,24,0.916666666666667,0.441558441558442,25,0.735294117647059,34,0.382352941176471,0.411764705882353,0.205882352941176,9,13,0.692307692307692,9,14,0.642857142857143,7,7,1,4,0.571428571428571,7,3,6,1,4,0.444444444444444,9,5,3,0,0,24,7,18,4,14,2,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Prince","CAN",62,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.5,2,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,7,0.777777777777778,9,7,0.777777777777778,9,6,0.75,8,0.888888888888889,0.444444444444444,0.111111111111111,0.444444444444444,3,4,0.75,1,1,1,3,4,0.75,0.888888888888889,6,0.75,8,0.375,0.125,0.5,2,3,0.666666666666667,1,1,1,3,4,0.75,0,0,1,1,0,0,0,0,2,2,0,0,3,11,4,3,1,2,0,1,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Pugh","USA",265,3,0,6,0.333333333333333,2,0,4,0,0,0,1,1,4,0,0,3,3,0.333333333333333,1,0,2,1,1,0,0,0,1,0,1,0,8,0.727272727272727,11,11,0,0,NA,0,5,0.416666666666667,12,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,81,0.81,100,81,0.81,100,48,0.8,60,0.6,0.37,0.27,0.36,24,37,0.648648648648649,22,27,0.814814814814815,35,36,0.972222222222222,0.6,48,0.8,60,0.366666666666667,0.283333333333333,0.35,14,22,0.636363636363636,13,17,0.764705882352941,21,21,1,24,0.774193548387097,31,7,8,4,3,0.272727272727273,11,8,2,0,2,33,15,30,15,15,5,12,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Quinn","CAN",58,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,0,1,0,NA,0,0,NA,0,0,0,0,0,1,0,0,0,0,1,11,0.611111111111111,18,11,0.647058823529412,17,7,0.875,8,0.470588235294118,0.722222222222222,0.166666666666667,0.111111111111111,6,13,0.461538461538462,3,3,1,2,2,1,0.444444444444444,7,0.875,8,0.625,0.25,0.125,4,5,0.8,2,2,1,1,1,1,1,1,1,0,1,0,2,0.25,8,6,0,0,1,23,4,8,4,4,1,3,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Rangel","MEX",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,14,0.7,20,14,0.7,20,7,0.7,10,0.5,0.5,0.25,0.25,6,10,0.6,3,5,0.6,5,5,1,0.5,7,0.7,10,0.5,0.2,0.3,3,5,0.6,1,2,0.5,3,3,1,1,0.5,2,1,1,0,8,0.444444444444444,18,10,3,0,5,12,10,8,5,3,2,6,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Rivera","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,7,0.7,10,7,0.7,10,3,0.75,4,0.4,0.7,0.3,0,4,7,0.571428571428571,3,3,1,0,0,NA,0.4,3,0.75,4,1,0,0,3,4,0.75,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,1,1,0,0,3,15,3,3,2,1,0,8,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Rodriguez","CRC",96,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,26,0.896551724137931,29,26,0.896551724137931,29,19,0.904761904761905,21,0.724137931034483,0.517241379310345,0.103448275862069,0.379310344827586,12,15,0.8,3,3,1,11,11,1,0.724137931034483,19,0.904761904761905,21,0.523809523809524,0.0952380952380952,0.380952380952381,9,11,0.818181818181818,2,2,1,8,8,1,7,0.875,8,1,3,3,4,0.666666666666667,6,2,2,0,0,14,3,7,3,4,4,4,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Rodriguez","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,11,0.647058823529412,17,11,0.647058823529412,17,7,0.777777777777778,9,0.529411764705882,0.529411764705882,0.294117647058824,0.176470588235294,3,9,0.333333333333333,5,5,1,3,3,1,0.529411764705882,7,0.777777777777778,9,0.444444444444444,0.333333333333333,0.222222222222222,2,4,0.5,3,3,1,2,2,1,0,NA,0,0,0,1,3,0.5,6,3,2,0,2,16,7,4,2,2,2,10,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Romero","MEX",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,4,0.235294117647059,17,0,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.25,24,2,0.285714285714286,7,2,0.5,4,0.571428571428571,0.958333333333333,0,0.0416666666666667,5,23,0.217391304347826,0,0,NA,1,1,1,0.166666666666667,2,0.5,4,1,0,0,2,4,0.5,0,0,NA,0,0,NA,1,1,1,0,0,0,3,0.5,6,3,2,0,2,13,2,3,0,3,0,3,6,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"S. Cruz","CRC",81,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,38,0.95,40,38,0.95,40,27,0.931034482758621,29,0.725,0.275,0.325,0.4,9,11,0.818181818181818,13,13,1,16,16,1,0.725,27,0.931034482758621,29,0.241379310344828,0.275862068965517,0.482758620689655,5,7,0.714285714285714,8,8,1,14,14,1,1,1,1,0,5,0,4,0.571428571428571,7,3,3,0,2,17,4,8,5,3,2,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Saenz","CRC",96,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,8,0.8,10,0,NA,0,0,0,0,NA,0,0,0,0,0,0,28,0.7,40,20,0.666666666666667,30,4,0.444444444444444,9,0.3,0.625,0.2,0.175,14,25,0.56,7,8,0.875,7,7,1,0.225,4,0.444444444444444,9,0.555555555555556,0.222222222222222,0.222222222222222,1,5,0.2,1,2,0.5,2,2,1,0,0,2,2,1,0,0,NA,0,0,5,0,5,11,3,4,1,3,3,3,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Samarzich","MEX",8,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Sanchez","CRC",96,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,17,0.85,20,17,0.85,20,4,0.8,5,0.25,0.4,0.55,0.05,5,8,0.625,11,11,1,1,1,1,0.25,4,0.8,5,0.6,0.4,0,2,3,0.666666666666667,2,2,1,0,0,NA,0,NA,0,0,2,0,0,0,3,3,0,0,1,9,3,2,1,1,1,4,6,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Santiago","MEX",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,11,0.44,25,0,NA,0,0,NA,0,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,13,0.481481481481481,27,10,0.476190476190476,21,0,NA,0,0,0.962962962962963,0.037037037037037,0,12,26,0.461538461538462,1,1,1,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,1,0,0,0,4,1,5,0.2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0.481481481481481,27,1,1,1,1,0.333333333333333,3,10,0.526315789473684,19
"Sauerbrunn","USA",376,4,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,3,0.375,8,3,1,3,3,0.5,6,0,NA,0,0,0,0,NA,0,0,0,0,0,0,235,0.925196850393701,254,232,0.935483870967742,248,22,0.88,25,0.100806451612903,0.543307086614173,0.366141732283465,0.0905511811023622,123,138,0.891304347826087,89,93,0.956989247311828,23,23,1,0.102362204724409,23,0.884615384615385,26,0.461538461538462,0.269230769230769,0.269230769230769,9,12,0.75,7,7,1,7,7,1,2,1,2,0,0,0,11,0.6875,16,5,1,0,0,8,6,36,18,18,5,12,17,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Schmidt","CAN",36,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,2,1,2,0,NA,0,0,0,1,1,1,0,0,0,0,1,17,0.894736842105263,19,14,0.875,16,12,0.857142857142857,14,0.875,0.631578947368421,0.263157894736842,0.105263157894737,10,12,0.833333333333333,5,5,1,2,2,1,0.736842105263158,12,0.857142857142857,14,0.571428571428571,0.285714285714286,0.142857142857143,6,8,0.75,4,4,1,2,2,1,2,0.666666666666667,3,1,0,0,3,0.6,5,2,0,0,1,4,2,3,2,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Scott","CAN",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,24,0.827586206896552,29,24,0.827586206896552,29,11,0.846153846153846,13,0.448275862068966,0.379310344827586,0.206896551724138,0.413793103448276,6,11,0.545454545454545,6,6,1,12,12,1,0.448275862068966,11,0.846153846153846,13,0.384615384615385,0.0769230769230769,0.538461538461538,3,5,0.6,1,1,1,7,7,1,2,1,2,0,0,0,1,0.25,4,3,0,0,4,29,9,9,3,6,4,2,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Shade","TRI",20,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,1,1,0,NA,0,0,0,0,1,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,1,0.5,2,1,0,1,1,0.5,2,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Sinclair","CAN",32,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,6,0.461538461538462,13,6,0.5,12,3,0.75,4,0.333333333333333,0.461538461538462,0.230769230769231,0.307692307692308,2,6,0.333333333333333,0,3,0,4,4,1,0.307692307692308,3,0.75,4,0.5,0,0.5,1,2,0.5,0,0,NA,2,2,1,1,0.5,2,1,0,1,1,0.25,4,3,1,0,1,9,0,6,3,3,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Socarras","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0.25,4,1,0.25,4,0,0,1,0.25,0.5,0.25,0.25,0,2,0,0,1,0,1,1,1,0.25,0,0,1,1,0,0,0,1,0,0,0,NA,0,0,NA,0,NA,0,0,2,4,3,0.157894736842105,19,16,0,0,1,18,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Solo","USA",376,4,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,9,0.473684210526316,19,0,NA,0,0,NA,0,0,NA,0,0,0,3,0.75,4,0,0,0,0,4,49,0.830508474576271,59,45,0.882352941176471,51,0,NA,0,0,0.966101694915254,0.0338983050847458,0,47,57,0.824561403508772,2,2,1,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,12,11,1,1,0,0,0,2,0,2,0,0,0,0,NA,6,6,0,4,0,0,0,0,4,4,0,1,1,0,3,3,0,1,0,49,0.830508474576271,59,1,1,1,0,0,3,14,0.823529411764706,17
"Sonnett","USA",98,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,48,0.979591836734694,49,47,0.979166666666667,48,4,1,4,0.0833333333333333,0.673469387755102,0.285714285714286,0.0408163265306122,32,33,0.96969696969697,14,14,1,2,2,1,0.0816326530612245,4,1,4,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,NA,0,0,0,0,5,1,5,0,0,0,0,0,0,3,1,2,1,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"St. Louis","TRI",72,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,8,0.615384615384615,13,8,0.615384615384615,13,7,0.7,10,0.769230769230769,0.307692307692308,0.307692307692308,0.384615384615385,2,4,0.5,2,4,0.5,4,5,0.8,0.769230769230769,7,0.7,10,0.3,0.3,0.4,2,3,0.666666666666667,2,3,0.666666666666667,3,4,0.75,2,1,2,0,1,2,5,0.384615384615385,13,8,0,0,1,15,3,3,1,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Suarez","PUR",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,15,0.75,20,15,0.75,20,9,0.75,12,0.6,0.45,0.15,0.4,5,9,0.555555555555556,2,3,0.666666666666667,8,8,1,0.6,9,0.75,12,0.5,0.0833333333333333,0.416666666666667,3,6,0.5,1,1,1,5,5,1,2,1,2,0,1,2,0,0,3,3,0,0,7,37,5,6,5,1,3,2,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Swift","TRI",69,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.333333333333333,9,3,0.333333333333333,9,3,0.75,4,0.444444444444444,0.777777777777778,0,0.222222222222222,1,7,0.142857142857143,0,0,NA,2,2,1,0.444444444444444,3,0.75,4,0.5,0,0.5,1,2,0.5,0,0,NA,2,2,1,0,NA,0,0,2,0,4,0.8,5,1,1,0,6,23,5,4,1,2,0,5,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Tancredi","CAN",94,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,2,2,0.666666666666667,3,0,NA,0,0,0,0,NA,0,0,0,0,0,0,19,0.730769230769231,26,17,0.739130434782609,23,11,0.916666666666667,12,0.521739130434783,0.423076923076923,0.153846153846154,0.423076923076923,7,11,0.636363636363636,2,4,0.5,10,11,0.909090909090909,0.461538461538462,11,0.916666666666667,12,0.333333333333333,0.166666666666667,0.5,4,4,1,2,2,1,5,6,0.833333333333333,0,0,1,1,1,2,7,0.5,14,7,0,0,3,26,6,5,4,0,2,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Venegas","CRC",96,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,18,0.9,20,18,0.9,20,16,0.941176470588235,17,0.85,0.25,0.15,0.6,3,5,0.6,3,3,1,12,12,1,0.85,16,0.941176470588235,17,0.235294117647059,0.176470588235294,0.588235294117647,3,4,0.75,3,3,1,10,10,1,2,0.666666666666667,3,1,3,1,5,0.625,8,3,0,0,2,21,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Wilkinson","CAN",58,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,2,0.666666666666667,3,0,NA,0,5,0.555555555555556,9,0,NA,0,0,0,0,0,1,0,0,0,0,1,16,0.666666666666667,24,11,0.785714285714286,14,9,0.9,10,0.714285714285714,0.75,0.166666666666667,0.0833333333333333,10,18,0.555555555555556,4,4,1,2,2,1,0.416666666666667,9,0.9,10,0.7,0.2,0.1,6,7,0.857142857142857,2,2,1,1,1,1,1,0.5,2,1,0,1,1,0.25,4,3,0,0,2,6,0,2,1,1,2,5,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Zadorsky","CAN",94,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.25,4,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,18,0.818181818181818,22,17,0.80952380952381,21,10,0.909090909090909,11,0.523809523809524,0.409090909090909,0.318181818181818,0.272727272727273,5,9,0.555555555555556,7,7,1,6,6,1,0.5,10,0.909090909090909,11,0.181818181818182,0.545454545454545,0.272727272727273,1,2,0.5,6,6,1,3,3,1,0,NA,0,0,0,0,0,0,3,3,0,0,0,1,2,2,2,0,3,3,4,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Zaragoza","PUR",21,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,0,NA,0,0,NA,0,NA,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
