"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Aerial.Duels","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Ball.Shields","Offsides","Fouls.Won","Fouls.Conceded","Yellow.Cards","Red.Cards","Penalties.Won","Penalties.Conceded","E.to.Goals","OG","E.to.Big.Chances","BC.Stopped","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Evans","ORL",25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,7,8,0.875,7,8,0.875,0,0,NA,0,0.5,0.375,0.125,3,4,0.75,3,3,1,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0.375,0.125,3,4,0.75,3,3,1,1,1,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,3.6,0.125,0.125,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,3,1,2,0.333333333333333,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Farquharson","WAS",9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,6,0.5,3,6,0.5,1,1,1,0.166666666666667,0.166666666666667,0.5,0.333333333333333,1,1,1,0,3,0,2,2,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0.333333333333333,1,1,1,0,3,0,2,2,1,0.166666666666667,1,1,1,0,0,1,0,0,NA,0,0,NA,1,1,1,0,1,10,0.166666666666667,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0,NA,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Frisbie","FCKC",96,1,0,1,0.9375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,21,28,0.75,16,20,0.8,8,10,0.8,0.5,0.678571428571429,0.214285714285714,0.107142857142857,14,19,0.736842105263158,4,6,0.666666666666667,3,3,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.75,0.15,0.1,12,15,0.8,2,3,0.666666666666667,2,2,1,0.357142857142857,8,10,0.8,0.6,0.2,0.2,5,6,0.833333333333333,1,2,0.5,2,2,1,0,1,0.9375,0.05,0,1,0,1,6,5.625,0.214285714285714,0.166666666666667,1,1,0.9375,0.0357142857142857,0.05,1,5,7,6.5625,0.25,0.714285714285714,0,1,0,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,0,1,2,4,1,3,0.25,5,1,2,10,4,4,3,1,2,1.875,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Gilliland","CRS",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,21,33,0.636363636363636,18,26,0.692307692307692,16,23,0.695652173913043,0.884615384615385,0.636363636363636,0.181818181818182,0.181818181818182,11,21,0.523809523809524,4,6,0.666666666666667,6,6,1,0,1,0,0,0,NA,4,8,0.5,0,0,NA,0,1,0,0,0,NA,4,8,0.5,0,0,NA,0,0,0,0,4,0,0,0,0,0.538461538461538,0.230769230769231,0.230769230769231,8,14,0.571428571428571,4,6,0.666666666666667,6,6,1,0.696969696969697,16,23,0.695652173913043,0.521739130434783,0.260869565217391,0.217391304347826,7,12,0.583333333333333,4,6,0.666666666666667,5,5,1,0,2,1.89473684210526,0.0769230769230769,0,2,0,1,2,1.89473684210526,0.0606060606060606,0.5,0,0,0,0,0,NA,3,6,5.68421052631579,0.181818181818182,0.5,0,0,NA,0,0,0,1,0,0,0,0,0,1,4,2,2,0.5,2,1,5,3,2,1,0.666666666666667,1,0,1,10,6,9,6,3,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Gordon","SBFC",63,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,17,21,0.80952380952381,17,21,0.80952380952381,14,15,0.933333333333333,0.714285714285714,0.333333333333333,0.428571428571429,0.238095238095238,4,7,0.571428571428571,8,9,0.888888888888889,5,5,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.333333333333333,0.428571428571429,0.238095238095238,4,7,0.571428571428571,8,9,0.888888888888889,5,5,1,0.714285714285714,14,15,0.933333333333333,0.266666666666667,0.4,0.333333333333333,3,4,0.75,6,6,1,5,5,1,0,0,0,0,NA,0,0,1,1,1.42857142857143,0.0476190476190476,1,2,2,2.85714285714286,0.0952380952380952,0.0952380952380952,1,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,0,2,0,1,1,4,0,0,0,NA,1,0,0,26,0,10,5,5,2,2.85714285714286,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Groom","FCKC",96,1,1,5,4.6875,0.6,2,0,2,0,3,0.6,0,5,0,0,0,0,0,0,0,0,0,0,2,1.875,1,0.5,1,0,0,0,0,2,5,0.4,2,5,0.4,1,3,0.333333333333333,0.6,0.4,0.4,0.2,0,2,0,1,2,0.5,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0,2,0,1,2,0.5,1,1,1,0.6,1,3,0.333333333333333,0.666666666666667,0.333333333333333,0,0,2,0,1,1,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,0.9375,0.2,0.2,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,6,3,3,0.5,3,2,8,7,5,2,0.714285714285714,0,1,2,33,6,7,4,3,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Hagen","ORL",13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,0,0,0,1,0,0,NA,0,0,NA,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,1,1,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,0,1,1,3,2,1,0.666666666666667,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Hahn","WNYF",46,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,11,15,0.733333333333333,11,15,0.733333333333333,10,14,0.714285714285714,0.933333333333333,0.8,0,0.2,8,12,0.666666666666667,0,0,NA,3,3,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.8,0,0.2,8,12,0.666666666666667,0,0,NA,3,3,1,0.933333333333333,10,14,0.714285714285714,0.785714285714286,0,0.214285714285714,7,11,0.636363636363636,0,0,NA,3,3,1,0,0,0,0,NA,0,0,1,2,3.91304347826087,0.133333333333333,0.5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,2,1,28,0,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Harris","ORL",96,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,26,35,0.742857142857143,18,26,0.692307692307692,2,2,1,0.0769230769230769,0.714285714285714,0.285714285714286,0,16,25,0.64,10,10,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.730769230769231,0.269230769230769,0,11,19,0.578947368421053,7,7,1,0,0,NA,0.0571428571428571,2,2,1,0.5,0.5,0,1,1,1,1,1,1,0,0,NA,0,0,0,0,NA,0,0,0,6,5.625,0.171428571428571,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,3,3,1,0,0,0,0,3,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0.166666666666667,2,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26,35,0.742857142857143,5,5,1,0,1,0,5,11,0.454545454545455
"Hayes","SBFC",95,1,1,1,0.947368421052632,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.947368421052632,1,1,0,0,0,0,0,13,20,0.65,12,19,0.631578947368421,8,14,0.571428571428571,0.736842105263158,0.35,0.25,0.4,4,7,0.571428571428571,2,5,0.4,7,8,0.875,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.368421052631579,0.263157894736842,0.368421052631579,4,7,0.571428571428571,2,5,0.4,6,7,0.857142857142857,0.7,8,14,0.571428571428571,0.357142857142857,0.214285714285714,0.428571428571429,2,5,0.4,1,3,0.333333333333333,5,6,0.833333333333333,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,0.947368421052632,0.05,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1,1,0.5,4,1,6,2,1,1,0.5,5,1,0,40,4,6,3,3,1,0.947368421052632,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Heath","PTFC",96,1,0,2,1.875,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0.9375,0.9375,0,0,0,NA,0,0,0,0,0,45,57,0.789473684210526,40,48,0.833333333333333,28,31,0.903225806451613,0.645833333333333,0.368421052631579,0.333333333333333,0.298245614035088,13,21,0.619047619047619,16,19,0.842105263157895,16,17,0.941176470588235,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.375,0.291666666666667,0.333333333333333,13,18,0.722222222222222,12,14,0.857142857142857,15,16,0.9375,0.543859649122807,28,31,0.903225806451613,0.193548387096774,0.419354838709677,0.387096774193548,5,6,0.833333333333333,11,13,0.846153846153846,12,12,1,2,6,5.625,0.125,0.333333333333333,4,2,0,3,2.8125,0.0526315789473684,0,0,2,1.875,0.0350877192982456,0.0416666666666667,0,1,2,1.875,0.0350877192982456,0.5,2,3,0.666666666666667,1,1,2,4,0.5,0,0,2,0,6,15,9,6,0.6,3,1,10,1,0,1,0,1,1,1,31,3,15,10,5,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Hickman Alves","ORL",96,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,32,45,0.711111111111111,29,42,0.69047619047619,4,9,0.444444444444444,0.214285714285714,0.622222222222222,0.111111111111111,0.266666666666667,15,28,0.535714285714286,5,5,1,12,12,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.642857142857143,0.119047619047619,0.238095238095238,14,27,0.518518518518518,5,5,1,10,10,1,0.2,4,9,0.444444444444444,0.888888888888889,0,0.111111111111111,3,8,0.375,0,0,NA,1,1,1,0,1,0.9375,0.0238095238095238,0,0,1,0,2,1.875,0.0444444444444444,0,0,0,0,0,0,NA,1,1,0.9375,0.0222222222222222,1,0,0,NA,0,0,2,2,1,0,0,0,0,2,0,0,0,NA,1,0,1,0,0,0,NA,1,1,0,7,2,6,6,0,1,0.9375,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Horan","PTFC",96,1,1,3,2.8125,0.333333333333333,0,0,2,0,2,0.666666666666667,0,2,0,0,0,0,0,1,0,0,0,0.9375,0,0,0,NA,0,0,0,0,0,48,62,0.774193548387097,47,61,0.770491803278688,23,28,0.821428571428571,0.459016393442623,0.548387096774194,0.225806451612903,0.225806451612903,22,34,0.647058823529412,12,14,0.857142857142857,14,14,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.557377049180328,0.229508196721311,0.213114754098361,22,34,0.647058823529412,12,14,0.857142857142857,13,13,1,0.451612903225806,23,28,0.821428571428571,0.392857142857143,0.25,0.357142857142857,7,11,0.636363636363636,6,7,0.857142857142857,10,10,1,2,3,2.8125,0.0491803278688525,0.666666666666667,1,2,2,4,3.75,0.0645161290322581,0.5,2,2,1.875,0.032258064516129,0.0327868852459016,1,0,0,0,0,NA,1,1,1,0,0,0,0,NA,0,0,0,0,0,4,1,3,0.25,4,2,9,10,8,2,0.8,3,4,6,27,7,18,15,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Huerta","CRS",95,1,0,4,3.78947368421053,0.25,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,28,30,0.933333333333333,28,30,0.933333333333333,27,29,0.931034482758621,0.966666666666667,0.233333333333333,0.133333333333333,0.633333333333333,7,7,1,3,4,0.75,18,19,0.947368421052632,0,1,0,0,0,NA,10,10,1,0,0,NA,0,1,0,0,0,NA,10,10,1,0,0,NA,0,0,0,0,8,0,0,0,0,0.233333333333333,0.133333333333333,0.633333333333333,7,7,1,3,4,0.75,18,19,0.947368421052632,0.966666666666667,27,29,0.931034482758621,0.241379310344828,0.137931034482759,0.620689655172414,7,7,1,3,4,0.75,17,18,0.944444444444444,0,1,0.947368421052632,0.0333333333333333,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,3,1,4,5,3,2,0.6,0,1,0,24,1,16,8,8,1,0.947368421052632,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Huster","WAS",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0.947368421052632,0,0,0,0,NA,0,0,0,0,0,24,28,0.857142857142857,24,28,0.857142857142857,14,15,0.933333333333333,0.535714285714286,0.571428571428571,0.25,0.178571428571429,13,16,0.8125,6,7,0.857142857142857,5,5,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.571428571428571,0.25,0.178571428571429,13,16,0.8125,6,7,0.857142857142857,5,5,1,0.535714285714286,14,15,0.933333333333333,0.6,0.2,0.2,8,9,0.888888888888889,3,3,1,3,3,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,1,5,1,4,0.2,0,0,2,27,4,9,7,2,1,0.947368421052632,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Johnson","CRS",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,37,42,0.880952380952381,37,42,0.880952380952381,20,23,0.869565217391304,0.547619047619048,0.666666666666667,0.0238095238095238,0.30952380952381,23,28,0.821428571428571,1,1,1,13,13,1,0,1,0,0,0,NA,4,4,1,0,0,NA,0,1,0,0,0,NA,4,4,1,0,0,NA,0,0,0,0,2,0,0,0,0,0.666666666666667,0.0238095238095238,0.30952380952381,23,28,0.821428571428571,1,1,1,13,13,1,0.547619047619048,20,23,0.869565217391304,0.652173913043478,0,0.347826086956522,12,15,0.8,0,0,NA,8,8,1,0,0,0,0,NA,0,0,2,4,3.78947368421053,0.0952380952380952,0.5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,1,0,0,0,4,0,4,0,0,0,0,5,3,3,2,1,1,0.947368421052632,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Johnston","CRS",95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,33,41,0.804878048780488,30,38,0.789473684210526,22,28,0.785714285714286,0.736842105263158,0.731707317073171,0.0487804878048781,0.219512195121951,22,30,0.733333333333333,2,2,1,9,9,1,0,1,0,0,0,NA,5,6,0.833333333333333,0,0,NA,0,1,0,0,0,NA,5,6,0.833333333333333,0,0,NA,0,0,0,0,4,0,0,0,0,0.789473684210526,0.0526315789473684,0.157894736842105,22,30,0.733333333333333,2,2,1,6,6,1,0.682926829268293,22,28,0.785714285714286,0.857142857142857,0,0.142857142857143,18,24,0.75,0,0,NA,4,4,1,0,0,0,0,NA,0,0,7,10,9.47368421052632,0.24390243902439,0.7,0,0,0,0,0,NA,1,1,0.947368421052632,0.024390243902439,1,0,0,NA,0,0,2,2,1,0,0,0,0,2,1,0,1,0,2,0,3,6,2,4,0.333333333333333,1,3,0,12,1,13,9,4,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Kai","SBFC",95,1,0,2,1.89473684210526,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,12,0.666666666666667,8,12,0.666666666666667,7,8,0.875,0.666666666666667,0.583333333333333,0.25,0.166666666666667,3,7,0.428571428571429,3,3,1,2,2,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.583333333333333,0.25,0.166666666666667,3,7,0.428571428571429,3,3,1,2,2,1,0.666666666666667,7,8,0.875,0.5,0.25,0.25,3,4,0.75,2,2,1,2,2,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,1,0.947368421052632,0.0833333333333333,0.0833333333333333,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,2,0,1,1,1,2,20,11,9,0.55,0,0,0,30,2,2,1,1,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Kastor","FCKC",8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,0,0,0,1,0,0,NA,0,0,NA,1,1,1,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,1,1,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
