Player,Team,GP,MP,GS,Goals,Shots,Shots.per.90,Shot.Accuracy,Shot.GK.Stop,Shot.Def.Stop,Shot.Miss,xG,Shot.Pressed,Pct.Shots.Pressed,A6.Shots,A18.Shots,A3L.Shots,A3C.Shots,A3R.Shots,Far.Shots,Assists,Key.Passes,Key.Assists,Second.Assists,Assists.per.90,Key.Passes.per.90,Big.Chances,Big.Chances.per.90,BC.Scored,BC.Conversion.Pct,BC.SOG,BC.Shot.Miss,BC.Dispossess,BC.Created,BC.Lost,Pass.Comp,Pass.Att,Pass.Att.per.90,Pass.Comp.Pct,opPass.Comp,opPass.Att,opPass.Att.per.90,opPass.Comp.Pct,opPPass.Comp,opPPass.Att,opPPass.Att.per.90,opPPass.Comp.Pct,Pct.opPass.Pressed,rFreq.Pass.Fwd,rFreq.Pass.Side,rFreq.Pass.Back,fwPass.Comp,fwPass.Att,fwPass.Att.per.90,fwPass.Comp.Pct,sPass.Comp,sPass.Att,sPass.Att.per.90,sPass.Comp.Pct,bPass.Comp,bPass.Att,bPass.Att.per.90,bPass.Comp.Pct,rFreq.A3.Passes,rFreq.M3.Passes,rFreq.D3.Passes,A3Pass.Comp,A3Pass.Att,A3Pass.Att.per.90,A3Pass.Comp.Pct,M3Pass.Comp,M3Pass.Att,M3Pass.Att.per.90,M3Pass.Comp.Pct,D3Pass.Comp,D3Pass.Att,D3Pass.Att.per.90,D3Pass.Comp.Pct,rFreq.A3.opPasses,rFreq.M3.opPasses,rFreq.D3.opPasses,A3opPass.Comp,A3opPass.Att,A3opPass.Att.per.90,A3opPass.Comp.Pct,M3opPass.Comp,M3opPass.Att,M3opPass.Att.per.90,M3opPass.Comp.Pct,D3opPass.Comp,D3opPass.Att,D3opPass.Att.per.90,D3opPass.Comp.Pct,Pass.Comp.D3toD3,Pass.Comp.D3toM3,Pass.Comp.D3toA3,Pass.Comp.M3toD3,Pass.Comp.M3toM3,Pass.Comp.M3toA3,Pass.Comp.A3toD3,Pass.Comp.A3toM3,Pass.Comp.A3toA3,rFreq.opPass.Fwd,rFreq.opPass.Side,rFreq.opPass.Back,fwopPass.Comp,fwopPass.Att,fwopPass.Att.per.90,fwopPass.Comp.Pct,sopPass.Comp,sopPass.Att,sopPass.Att.per.90,sopPass.Comp.Pct,bopPass.Comp,bopPass.Att,bopPass.Att.per.90,bopPass.Comp.Pct,Pct.Passes.Pressed,PPass.Comp,PPass.Att,PPass.Att.per.90,PPass.Comp.Pct,rFreq.PPass.Fwd,rFreq.PPass.Side,rFreq.PPass.Back,fwPPass.Comp,fwPPass.Att,fwPPass.Att.per.90,fwPPass.Comp.Pct,sPPass.Comp,sPPass.Att,sPPass.Att.per.90,sPPass.Comp.Pct,bPPass.Comp,bPPass.Att,bPPass.Att.per.90,bPPass.Comp.Pct,Cross.Comp,Cross.Att,Cross.Att.per.90,Cross.Att.per.opPass,Cross.Comp.Pct,Corner.Crosses,Deep.Crosses,Launch.Comp,Launch.Att,Launch.Att.per.90,Launch.Att.per.Pass,Launch.Comp.Pct,Through.Comp,Through.Att,Through.Att.per.90,Through.Att.per.Pass,Through.Att.per.opPass,Through.Comp.Pct,Throw.In.Comp,Throw.In.Att,Throw.In.Att.per.90,Throw.In.Att.per.Pass,Throw.In.Comp.Pct,Corner.Kicks.Completed,Corner.Kicks.Taken,CK.Comp.Pct,CK.Assist,CK.Key.Pass,FK.Pass.Comp,FK.Pass.Att,FK.Pass.Comp.Pct,FK.Assist,FK.Key.Pass,FK.Shot,FK.Scored,Free.Kicks.Taken,Take.Ons,Take.Ons.per.90,TO.Won,TO.Lost,TO.Win.Pct,Dispossessed,Lost.Touches,All.Possessions.Disrupted,Poss.Disrupted.per.90,Aerial.Duels,Aerial.Duels.per.90,AD.Won,AD.Lost,AD.Win.Pct,Tackles,Dispossesses,All.Opp.Poss.Disrupted,Opp.Poss.Disrupted.per.90,Dribbled,Dribbled.per.90,Press.Opp,Challenge.Opp,Recoveries,Def.Recoveries,Poss.Recoveries,Recoveries.per.90,Interceptions,Int.per.90,Int.per.OP.Pass,Blocks,Blocks.per.90,Clearances,Clearances.per.90,Ball.Shields,Offsides,Fouls.Won,Fouls.Conceded,Yellow.Cards,Red.Cards,Penalties.Won,Penalties.Conceded,E.to.Goals,OG,E.to.Big.Chances,BC.Stopped,Saves,Goals.Allowed,GK.SOG.Faced,GperSOG,BC.SOG.Faced,BC.Saves,BC.Goals.Allowed,GperBCSOG,High.Balls.Faced,HB.Won,HB.Lost,HB.Caught,HB.Punched,HB.Parried,HB.Collected,HB.Fouls.Won,Crosses.Faced,Crosses.Won,Crosses.Lost,Corner.Kicks.Faced,CKs.Won,CKs.Lost,Free.Kicks.Faced,FKs.Won,FKs.Lost,no,Smothers.Won,Smothers.Lost,GK.Overall.Pass.Comp,GK.Overall.Pass.Att,GK.Overall.Pass.Comp.Pct,GK.Throw.Comp,GK.Throw.Att,GK.Throw.Comp.Pct,GK.Drop.Kick.Comp,GK.Drop.Kick.Att,GK.Drop.Kick.Comp.Pct,GKFK.Comp,GKFK.Att,GKFK.Comp.Pct
Kyle,1,1,87,1,0,1,1.034482759,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,34.13793103,0.818181818,27,33,34.13793103,0.818181818,10,12,12.4137931,0.833333333,0.363636364,0.363636364,0.272727273,0.363636364,7,12,12.4137931,0.583333333,8,9,9.310344828,0.888888889,12,12,12.4137931,1,0,0.696969697,0.303030303,0,0,0,0,18,23,23.79310345,0.782608696,9,10,10.34482759,0.9,0,0.696969697,0.303030303,0,0,0,0,18,23,23.79310345,0.782608696,9,10,10.34482759,0.9,8,1,0,3,14,1,0,0,0,0.363636364,0.272727273,0.363636364,7,12,12.4137931,0.583333333,8,9,9.310344828,0.888888889,12,12,12.4137931,1,0.363636364,10,12,12.4137931,0.833333333,0.416666667,0.25,0.333333333,3,5,5.172413793,0.6,3,3,3.103448276,1,4,4,4.137931034,1,0,0,0,0,0,0,0,1,2,2.068965517,0.060606061,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.068965517,2,0,1,1,0,1,1.034482759,3,3.103448276,2,1,0.666666667,2,0,2,2.068965517,3,3.103448276,18,6,6,4,2,0,2,2.068965517,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,1,1,87,1,0,1,1.034482759,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,34.13793103,0.818181818,27,33,34.13793103,0.818181818,10,12,12.4137931,0.833333333,0.363636364,0.363636364,0.272727273,0.363636364,7,12,12.4137931,0.583333333,8,9,9.310344828,0.888888889,12,12,12.4137931,1,0,0.696969697,0.303030303,0,0,0,0,18,23,23.79310345,0.782608696,9,10,10.34482759,0.9,0,0.696969697,0.303030303,0,0,0,0,18,23,23.79310345,0.782608696,9,10,10.34482759,0.9,8,1,0,3,14,1,0,0,0,0.363636364,0.272727273,0.363636364,7,12,12.4137931,0.583333333,8,9,9.310344828,0.888888889,12,12,12.4137931,1,0.363636364,10,12,12.4137931,0.833333333,0.416666667,0.25,0.333333333,3,5,5.172413793,0.6,3,3,3.103448276,1,4,4,4.137931034,1,0,0,0,0,0,0,0,1,2,2.068965517,0.060606061,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.068965517,2,0,1,1,0,1,1.034482759,3,3.103448276,2,1,0.666666667,2,0,2,2.068965517,3,3.103448276,18,6,6,4,2,0,2,2.068965517,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levin,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,43.44827586,0.714285714,9,11,34.13793103,0.818181818,3,5,15.51724138,0.6,0.454545455,0.357142857,0.142857143,0.5,2,5,15.51724138,0.4,1,2,6.206896552,0.5,7,7,21.72413793,1,0.285714286,0.642857143,0.071428571,1,4,12.4137931,0.25,8,9,27.93103448,0.888888889,1,1,3.103448276,1,0.090909091,0.818181818,0.090909091,0,1,3.103448276,0,8,9,27.93103448,0.888888889,1,1,3.103448276,1,1,0,0,1,6,1,0,0,1,0.272727273,0.090909091,0.636363636,2,3,9.310344828,0.666666667,0,1,3.103448276,0,7,7,21.72413793,1,0.357142857,3,5,15.51724138,0.6,0.4,0.2,0.4,1,2,6.206896552,0.5,0,1,3.103448276,0,2,2,6.206896552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.310344828,0.214285714,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.103448276,1,0,1,0,0,0,0,0,0,3,0,1,1,0,0,2,6.206896552,0,1,3.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levin,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,43.44827586,0.714285714,9,11,34.13793103,0.818181818,3,5,15.51724138,0.6,0.454545455,0.357142857,0.142857143,0.5,2,5,15.51724138,0.4,1,2,6.206896552,0.5,7,7,21.72413793,1,0.285714286,0.642857143,0.071428571,1,4,12.4137931,0.25,8,9,27.93103448,0.888888889,1,1,3.103448276,1,0.090909091,0.818181818,0.090909091,0,1,3.103448276,0,8,9,27.93103448,0.888888889,1,1,3.103448276,1,1,0,0,1,6,1,0,0,1,0.272727273,0.090909091,0.636363636,2,3,9.310344828,0.666666667,0,1,3.103448276,0,7,7,21.72413793,1,0.357142857,3,5,15.51724138,0.6,0.4,0.2,0.4,1,2,6.206896552,0.5,0,1,3.103448276,0,2,2,6.206896552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.310344828,0.214285714,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.103448276,1,0,1,0,0,0,0,0,0,3,0,1,1,0,0,2,6.206896552,0,1,3.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little,2,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,46.42105263,0.918367347,45,49,46.42105263,0.918367347,23,24,22.73684211,0.958333333,0.489795918,0.387755102,0.244897959,0.367346939,15,19,18,0.789473684,12,12,11.36842105,1,18,18,17.05263158,1,0.142857143,0.714285714,0.142857143,5,7,6.631578947,0.714285714,33,35,33.15789474,0.942857143,7,7,6.631578947,1,0.142857143,0.714285714,0.142857143,5,7,6.631578947,0.714285714,33,35,33.15789474,0.942857143,7,7,6.631578947,1,7,0,0,5,25,3,0,0,5,0.387755102,0.244897959,0.367346939,15,19,18,0.789473684,12,12,11.36842105,1,18,18,17.05263158,1,0.489795918,23,24,22.73684211,0.958333333,0.291666667,0.333333333,0.375,6,7,6.631578947,0.857142857,8,8,7.578947368,1,9,9,8.526315789,1,0,0,0,0,0,0,0,0,2,1.894736842,0.040816327,0,0,2,1.894736842,0.040816327,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947368421,0,1,0,2,0,3,2.842105263,0,0,0,0,0,0,0,0,0,0,0,14,3,9,4,5,0,2,1.894736842,0,0,0,1,0.947368421,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little,2,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,46.42105263,0.918367347,45,49,46.42105263,0.918367347,23,24,22.73684211,0.958333333,0.489795918,0.387755102,0.244897959,0.367346939,15,19,18,0.789473684,12,12,11.36842105,1,18,18,17.05263158,1,0.142857143,0.714285714,0.142857143,5,7,6.631578947,0.714285714,33,35,33.15789474,0.942857143,7,7,6.631578947,1,0.142857143,0.714285714,0.142857143,5,7,6.631578947,0.714285714,33,35,33.15789474,0.942857143,7,7,6.631578947,1,7,0,0,5,25,3,0,0,5,0.387755102,0.244897959,0.367346939,15,19,18,0.789473684,12,12,11.36842105,1,18,18,17.05263158,1,0.489795918,23,24,22.73684211,0.958333333,0.291666667,0.333333333,0.375,6,7,6.631578947,0.857142857,8,8,7.578947368,1,9,9,8.526315789,1,0,0,0,0,0,0,0,0,2,1.894736842,0.040816327,0,0,2,1.894736842,0.040816327,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947368421,0,1,0,2,0,3,2.842105263,0,0,0,0,0,0,0,0,0,0,0,14,3,9,4,5,0,2,1.894736842,0,0,0,1,0.947368421,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias,2,1,81,1,0,1,1.111111111,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12.22222222,0.545454545,6,11,12.22222222,0.545454545,4,8,8.888888889,0.5,0.727272727,0.181818182,0.454545455,0.363636364,0,2,2.222222222,0,3,5,5.555555556,0.6,3,4,4.444444444,0.75,0.363636364,0.636363636,0,2,4,4.444444444,0.5,4,7,7.777777778,0.571428571,0,0,0,0,0.363636364,0.636363636,0,2,4,4.444444444,0.5,4,7,7.777777778,0.571428571,0,0,0,0,0,0,0,0,3,1,0,1,1,0.181818182,0.454545455,0.363636364,0,2,2.222222222,0,3,5,5.555555556,0.6,3,4,4.444444444,0.75,0.727272727,4,8,8.888888889,0.5,0.125,0.5,0.375,0,1,1.111111111,0,2,4,4.444444444,0.5,2,3,3.333333333,0.666666667,1,1,1.111111111,0.090909091,1,1,0,0,1,1.111111111,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.333333333,1,2,0.333333333,2,5,9,10,0,0,0,0,0,1,0,1,1.111111111,1,1.111111111,25,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias,2,1,81,1,0,1,1.111111111,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12.22222222,0.545454545,6,11,12.22222222,0.545454545,4,8,8.888888889,0.5,0.727272727,0.181818182,0.454545455,0.363636364,0,2,2.222222222,0,3,5,5.555555556,0.6,3,4,4.444444444,0.75,0.363636364,0.636363636,0,2,4,4.444444444,0.5,4,7,7.777777778,0.571428571,0,0,0,0,0.363636364,0.636363636,0,2,4,4.444444444,0.5,4,7,7.777777778,0.571428571,0,0,0,0,0,0,0,0,3,1,0,1,1,0.181818182,0.454545455,0.363636364,0,2,2.222222222,0,3,5,5.555555556,0.6,3,4,4.444444444,0.75,0.727272727,4,8,8.888888889,0.5,0.125,0.5,0.375,0,1,1.111111111,0,2,4,4.444444444,0.5,2,3,3.333333333,0.666666667,1,1,1.111111111,0.090909091,1,1,0,0,1,1.111111111,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.333333333,1,2,0.333333333,2,5,9,10,0,0,0,0,0,1,0,1,1.111111111,1,1.111111111,25,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melis,2,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,31.36363636,0.652173913,15,23,31.36363636,0.652173913,10,15,20.45454545,0.666666667,0.652173913,0.52173913,0.173913043,0.304347826,5,12,16.36363636,0.416666667,4,4,5.454545455,1,6,7,9.545454545,0.857142857,0.52173913,0.47826087,0,7,12,16.36363636,0.583333333,8,11,15,0.727272727,0,0,0,0,0.52173913,0.47826087,0,7,12,16.36363636,0.583333333,8,11,15,0.727272727,0,0,0,0,0,0,0,1,6,1,0,2,5,0.52173913,0.173913043,0.304347826,5,12,16.36363636,0.416666667,4,4,5.454545455,1,6,7,9.545454545,0.857142857,0.652173913,10,15,20.45454545,0.666666667,0.466666667,0.2,0.333333333,2,7,9.545454545,0.285714286,3,3,4.090909091,1,5,5,6.818181818,1,0,0,0,0,0,0,0,0,1,1.363636364,0.043478261,0,0,1,1.363636364,0.043478261,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.727272727,1,1,0.5,3,4,8,10.90909091,1,1.363636364,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,2,2.727272727,0,2,2.727272727,2,2.727272727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melis,2,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,31.36363636,0.652173913,15,23,31.36363636,0.652173913,10,15,20.45454545,0.666666667,0.652173913,0.52173913,0.173913043,0.304347826,5,12,16.36363636,0.416666667,4,4,5.454545455,1,6,7,9.545454545,0.857142857,0.52173913,0.47826087,0,7,12,16.36363636,0.583333333,8,11,15,0.727272727,0,0,0,0,0.52173913,0.47826087,0,7,12,16.36363636,0.583333333,8,11,15,0.727272727,0,0,0,0,0,0,0,1,6,1,0,2,5,0.52173913,0.173913043,0.304347826,5,12,16.36363636,0.416666667,4,4,5.454545455,1,6,7,9.545454545,0.857142857,0.652173913,10,15,20.45454545,0.666666667,0.466666667,0.2,0.333333333,2,7,9.545454545,0.285714286,3,3,4.090909091,1,5,5,6.818181818,1,0,0,0,0,0,0,0,0,1,1.363636364,0.043478261,0,0,1,1.363636364,0.043478261,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.727272727,1,1,0.5,3,4,8,10.90909091,1,1.363636364,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,2,2.727272727,0,2,2.727272727,2,2.727272727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,1,1,95,1,0,2,1.894736842,1,2,0,0,0,1,0.5,0,2,0,0,0,0,1,1,1,0,0.947368421,0.947368421,2,1.894736842,0,0,2,0,0,1,0,11,17,16.10526316,0.647058824,11,17,16.10526316,0.647058824,8,12,11.36842105,0.666666667,0.705882353,0.352941176,0.235294118,0.411764706,3,6,5.684210526,0.5,2,4,3.789473684,0.5,6,7,6.631578947,0.857142857,0.411764706,0.588235294,0,4,7,6.631578947,0.571428571,7,10,9.473684211,0.7,0,0,0,0,0.411764706,0.588235294,0,4,7,6.631578947,0.571428571,7,10,9.473684211,0.7,0,0,0,0,0,0,0,0,5,2,0,1,3,0.352941176,0.235294118,0.411764706,3,6,5.684210526,0.5,2,4,3.789473684,0.5,6,7,6.631578947,0.857142857,0.705882353,8,12,11.36842105,0.666666667,0.25,0.25,0.5,2,3,2.842105263,0.666666667,1,3,2.842105263,0.333333333,5,6,5.684210526,0.833333333,1,2,1.894736842,0.117647059,0.5,2,0,0,0,0,0,0,0,1,0.947368421,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947368421,1,0,1,0,3,3,2.842105263,7,6.631578947,4,3,0.571428571,0,0,0,0,0,0,29,0,5,1,4,0,0,0,0,1,0.947368421,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,1,1,95,1,0,2,1.894736842,1,2,0,0,0,1,0.5,0,2,0,0,0,0,1,1,1,0,0.947368421,0.947368421,2,1.894736842,0,0,2,0,0,1,0,11,17,16.10526316,0.647058824,11,17,16.10526316,0.647058824,8,12,11.36842105,0.666666667,0.705882353,0.352941176,0.235294118,0.411764706,3,6,5.684210526,0.5,2,4,3.789473684,0.5,6,7,6.631578947,0.857142857,0.411764706,0.588235294,0,4,7,6.631578947,0.571428571,7,10,9.473684211,0.7,0,0,0,0,0.411764706,0.588235294,0,4,7,6.631578947,0.571428571,7,10,9.473684211,0.7,0,0,0,0,0,0,0,0,5,2,0,1,3,0.352941176,0.235294118,0.411764706,3,6,5.684210526,0.5,2,4,3.789473684,0.5,6,7,6.631578947,0.857142857,0.705882353,8,12,11.36842105,0.666666667,0.25,0.25,0.5,2,3,2.842105263,0.666666667,1,3,2.842105263,0.333333333,5,6,5.684210526,0.833333333,1,2,1.894736842,0.117647059,0.5,2,0,0,0,0,0,0,0,1,0.947368421,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947368421,1,0,1,0,3,3,2.842105263,7,6.631578947,4,3,0.571428571,0,0,0,0,0,0,29,0,5,1,4,0,0,0,0,1,0.947368421,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pickett,2,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,27.47368421,0.689655172,20,29,27.47368421,0.689655172,11,16,15.15789474,0.6875,0.551724138,0.689655172,0.172413793,0.137931034,12,20,18.94736842,0.6,5,5,4.736842105,1,3,4,3.789473684,0.75,0.137931034,0.827586207,0.034482759,3,4,3.789473684,0.75,16,24,22.73684211,0.666666667,1,1,0.947368421,1,0.137931034,0.827586207,0.034482759,3,4,3.789473684,0.75,16,24,22.73684211,0.666666667,1,1,0.947368421,1,0,1,0,0,14,2,0,1,2,0.689655172,0.172413793,0.137931034,12,20,18.94736842,0.6,5,5,4.736842105,1,3,4,3.789473684,0.75,0.551724138,11,16,15.15789474,0.6875,0.6875,0.125,0.1875,6,11,10.42105263,0.545454545,2,2,1.894736842,1,3,3,2.842105263,1,0,0,0,0,0,0,0,0,2,1.894736842,0.068965517,0,0,1,0.947368421,0.034482759,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.947368421,3,2.842105263,0,3,0,3,0,3,2.842105263,0,0,8,5,3,2,1,0,5,4.736842105,0,2,1.894736842,3,2.842105263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pickett,2,1,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,27.47368421,0.689655172,20,29,27.47368421,0.689655172,11,16,15.15789474,0.6875,0.551724138,0.689655172,0.172413793,0.137931034,12,20,18.94736842,0.6,5,5,4.736842105,1,3,4,3.789473684,0.75,0.137931034,0.827586207,0.034482759,3,4,3.789473684,0.75,16,24,22.73684211,0.666666667,1,1,0.947368421,1,0.137931034,0.827586207,0.034482759,3,4,3.789473684,0.75,16,24,22.73684211,0.666666667,1,1,0.947368421,1,0,1,0,0,14,2,0,1,2,0.689655172,0.172413793,0.137931034,12,20,18.94736842,0.6,5,5,4.736842105,1,3,4,3.789473684,0.75,0.551724138,11,16,15.15789474,0.6875,0.6875,0.125,0.1875,6,11,10.42105263,0.545454545,2,2,1.894736842,1,3,3,2.842105263,1,0,0,0,0,0,0,0,0,2,1.894736842,0.068965517,0,0,1,0.947368421,0.034482759,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.947368421,3,2.842105263,0,3,0,3,0,3,2.842105263,0,0,8,5,3,2,1,0,5,4.736842105,0,2,1.894736842,3,2.842105263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed,2,1,95,1,0,1,0.947368421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,37.89473684,0.625,19,28,26.52631579,0.678571429,11,15,14.21052632,0.733333333,0.535714286,0.55,0.175,0.275,10,22,20.84210526,0.454545455,6,7,6.631578947,0.857142857,9,11,10.42105263,0.818181818,0.375,0.475,0.15,11,15,14.21052632,0.733333333,11,19,18,0.578947368,3,6,5.684210526,0.5,0.285714286,0.571428571,0.142857143,5,8,7.578947368,0.625,11,16,15.15789474,0.6875,3,4,3.789473684,0.75,1,2,0,2,8,1,0,2,9,0.5,0.178571429,0.321428571,8,14,13.26315789,0.571428571,4,5,4.736842105,0.8,7,9,8.526315789,0.777777778,0.375,11,15,14.21052632,0.733333333,0.666666667,0.133333333,0.2,6,10,9.473684211,0.6,2,2,1.894736842,1,3,3,2.842105263,1,0,1,0.947368421,0.035714286,0,1,0,1,1,0.947368421,0.025,1,0,2,1.894736842,0.05,0.071428571,0,6,12,11.36842105,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947368421,0,1,0,0,2,3,2.842105263,1,0.947368421,0,1,0,1,0,1,0.947368421,5,4.736842105,22,3,5,5,0,0,3,2.842105263,0,3,2.842105263,2,1.894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
