"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Match"
"Heath","USA",94,1,0,1,0.957446808510638,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0.935483870967742,28,30,0.933333333333333,14,14,1,0.466666666666667,0.225806451612903,0.225806451612903,0.548387096774194,7,7,1,6,7,0.857142857142857,16,17,0.941176470588235,0.233333333333333,0.233333333333333,0.533333333333333,7,7,1,6,7,0.857142857142857,15,16,0.9375,1,14,14,1,0.0714285714285714,0.214285714285714,0.714285714285714,1,1,1,3,3,1,10,10,1,1,1,0.957446808510638,0.032258064516129,0.0333333333333333,1,1,0,0,0,0,0,0,0,2,2,1.91489361702128,0.0645161290322581,0.0666666666666667,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,0.714285714285714,7,2,0,2,1,0.166666666666667,6,5,1,0,1,11,3,6,2,4,1,0.957446808510638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Hinkle","USA",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.714285714285714,5,7,0.714285714285714,1,2,0.5,0.285714285714286,0.571428571428571,0,0.428571428571429,2,4,0.5,0,0,0,3,3,1,0.571428571428571,0,0.428571428571429,2,4,0.5,0,0,0,3,3,1,1,1,2,0.5,0.5,0,0.5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,16.3636363636364,0.285714285714286,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Horan","USA",94,1,0,2,1.91489361702128,0,0,0,2,1,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,0.898305084745763,52,58,0.896551724137931,25,26,0.961538461538462,0.448275862068966,0.576271186440678,0.169491525423729,0.254237288135593,28,34,0.823529411764706,10,10,1,15,15,1,0.586206896551724,0.155172413793103,0.258620689655172,28,34,0.823529411764706,9,9,1,15,15,1,1,25,26,0.961538461538462,0.5,0.192307692307692,0.307692307692308,12,13,0.923076923076923,5,5,1,8,8,1,2,2,1.91489361702128,0.0338983050847458,0.0344827586206897,1,2,0,4,6,5.74468085106383,0.101694915254237,0.103448275862069,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0.666666666666667,3,1,2,4,9,0.529411764705882,17,8,3,0,0,17,4,11,4,7,3,2.87234042553191,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Johnston","USA",94,1,0,1,0.957446808510638,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,71,0.845070422535211,59,70,0.842857142857143,9,11,0.818181818181818,0.157142857142857,0.676056338028169,0.23943661971831,0.0845070422535211,38,48,0.791666666666667,16,17,0.941176470588235,6,6,1,0.685714285714286,0.228571428571429,0.0857142857142857,38,48,0.791666666666667,15,16,0.9375,6,6,1,1,9,11,0.818181818181818,0.727272727272727,0.0909090909090909,0.181818181818182,6,8,0.75,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,6,5.74468085106383,0.0845070422535211,0.0857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0.5,2,1,1,0,0,1,0,11,3,8,1,0.957446808510638,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Klingenberg","USA",94,1,0,1,0.957446808510638,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,0.916666666666667,36,37,0.972972972972973,12,12,1,0.324324324324324,0.354166666666667,0.1875,0.458333333333333,14,17,0.823529411764706,8,9,0.888888888888889,22,22,1,0.378378378378378,0.108108108108108,0.513513513513513,13,14,0.928571428571429,4,4,1,19,19,1,1,12,12,1,0.416666666666667,0.0833333333333333,0.5,5,5,1,1,1,1,6,6,1,1,1,0.957446808510638,0.0208333333333333,0.027027027027027,1,1,0,2,2,1.91489361702128,0.0416666666666667,0.0540540540540541,1,0,0,0,0,0,0,8,11,10.531914893617,0.229166666666667,0.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,8,4,1,0,2,1,2,0,0,0,1,1,4,5,2,3,2,1.91489361702128,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Krieger","USA",75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,0.761904761904762,22,30,0.733333333333333,7,10,0.7,0.333333333333333,0.547619047619048,0.285714285714286,0.166666666666667,15,23,0.652173913043478,10,12,0.833333333333333,7,7,1,0.5,0.333333333333333,0.166666666666667,9,15,0.6,8,10,0.8,5,5,1,1,8,11,0.727272727272727,0.454545454545455,0.545454545454545,0,3,5,0.6,5,6,0.833333333333333,0,0,0,1,2,2.4,0.0476190476190476,0.0666666666666667,0.5,2,0,1,5,6,0.119047619047619,0.166666666666667,0.2,0,1,1.2,0.0238095238095238,0.0333333333333333,0,9,11,13.2,0.261904761904762,0.818181818181818,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,3,0.75,4,1,2,0,1,2,1,5,0,5,4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Lloyd","USA",94,1,1,3,2.87234042553191,0.666666666666667,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957446808510638,1,1,0,0,0,0,0,20,25,0.8,20,25,0.8,10,10,1,0.384615384615385,0.48,0.32,0.2,8,12,0.666666666666667,7,8,0.875,5,5,1,0.48,0.32,0.2,8,12,0.666666666666667,7,8,0.875,5,5,1,1,10,10,1,0.7,0.2,0.1,7,7,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.957446808510638,0.04,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0.666666666666667,9,3,6,1,5,0.555555555555556,9,4,1,0,2,12,2,11,5,6,2,1.91489361702128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Morgan","USA",83,1,0,2,2.16867469879518,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0.666666666666667,12,18,0.666666666666667,8,13,0.615384615384615,0.722222222222222,0,0.555555555555556,0.444444444444444,0,0,0,5,10,0.5,7,8,0.875,0,0.555555555555556,0.444444444444444,0,0,0,5,10,0.5,7,8,0.875,1,8,13,0.615384615384615,0,0.461538461538462,0.538461538461538,0,0,0,2,6,0.333333333333333,6,7,0.857142857142857,1,3,3.25301204819277,0.166666666666667,0.166666666666667,0.333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,2,1,2,0.666666666666667,3,1,0,0,1,4,0,4,1,3,1,1.08433734939759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Press","USA",49,0,0,2,3.6734693877551,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0.652173913043478,15,23,0.652173913043478,6,9,0.666666666666667,0.391304347826087,0.521739130434783,0.173913043478261,0.304347826086957,7,12,0.583333333333333,2,4,0.5,6,7,0.857142857142857,0.521739130434783,0.173913043478261,0.304347826086957,7,12,0.583333333333333,2,4,0.5,6,7,0.857142857142857,1,6,9,0.666666666666667,0.333333333333333,0.444444444444444,0.222222222222222,2,3,0.666666666666667,2,4,0.5,2,2,1,0,1,1.83673469387755,0.0434782608695652,0.0434782608695652,0,1,0,0,0,0,0,0,0,0,1,1.83673469387755,0.0434782608695652,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,0,0,3,0,9,1,8,2,3.6734693877551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Pugh","USA",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,4,1,2,2,1,0.5,0.25,0.75,0,1,1,1,3,3,1,0,0,0,0.25,0.75,0,1,1,1,3,3,1,0,0,0,1,2,2,1,0.5,0.5,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1,0,1,2,1,2,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Sauerbrunn","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,71,0.901408450704225,63,68,0.926470588235294,7,7,1,0.102941176470588,0.52112676056338,0.380281690140845,0.0985915492957746,33,37,0.891891891891892,24,27,0.888888888888889,7,7,1,0.544117647058823,0.352941176470588,0.102941176470588,33,37,0.891891891891892,23,24,0.958333333333333,7,7,1,1,7,7,1,0.428571428571429,0.142857142857143,0.428571428571429,3,3,1,1,1,1,3,3,1,0,0,0,0,0,0,0,0,3,5,4.78723404255319,0.0704225352112676,0.0735294117647059,0.6,0,0,0,0,0,0,1,3,2.87234042553191,0.0422535211267606,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1,0,0,0,3,2,7,5,2,1,0.957446808510638,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-MEX"
"Solo","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,11,11,1,0,0,0,0,1,0,0,11,11,1,0,0,0,0,0,0,1,0,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,1,11,0,0,0,0,0,0,4,1,4,"USA-MEX"
"Brian","USA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0.933333333333333,14,14,1,2,2,1,0.142857142857143,0.533333333333333,0.266666666666667,0.2,7,8,0.875,4,4,1,3,3,1,0.5,0.285714285714286,0.214285714285714,7,7,1,4,4,1,3,3,1,1,2,3,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,10,0.133333333333333,0.142857142857143,0.5,1,1,5,0.0666666666666667,0.0714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,1,2,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Dunn","USA",94,1,5,6,5.74468085106383,0.833333333333333,0,0,1,2,0.333333333333333,0,3,0,2,0,0,1,0,0,0,0,0,0,0.957446808510638,0,0,0,2,1.91489361702128,2,1,0,0,0,0,0,35,40,0.875,34,39,0.871794871794872,24,26,0.923076923076923,0.666666666666667,0.4,0.2,0.4,12,16,0.75,7,8,0.875,16,16,1,0.41025641025641,0.205128205128205,0.384615384615385,12,16,0.75,7,8,0.875,15,15,1,1,24,26,0.923076923076923,0.384615384615385,0.230769230769231,0.384615384615385,8,10,0.8,6,6,1,10,10,1,1,2,1.91489361702128,0.05,0.0512820512820513,0.5,2,0,0,0,0,0,0,0,3,3,2.87234042553191,0.075,0.0769230769230769,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,9,0.75,12,3,2,3,1,0.5,2,1,0,0,2,17,3,10,6,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Hinkle","USA",94,1,0,1,0.957446808510638,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,57,0.912280701754386,42,47,0.893617021276596,15,16,0.9375,0.340425531914894,0.350877192982456,0.315789473684211,0.333333333333333,17,20,0.85,16,18,0.888888888888889,19,19,1,0.361702127659574,0.340425531914894,0.297872340425532,14,17,0.823529411764706,14,16,0.875,14,14,1,1,15,16,0.9375,0.375,0.3125,0.3125,6,6,1,4,5,0.8,5,5,1,2,3,2.87234042553191,0.0526315789473684,0.0638297872340425,0.666666666666667,3,0,3,3,2.87234042553191,0.0526315789473684,0.0638297872340425,1,1,1,0.957446808510638,0.0175438596491228,0.0212765957446809,1,10,10,9.57446808510638,0.175438596491228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,4,1,0,1,0,0,1,1,0,0,1,3,3,5,4,1,3,2.87234042553191,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Klingenberg","USA",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0.833333333333333,8,11,0.727272727272727,5,6,0.833333333333333,0.545454545454545,0.666666666666667,0.222222222222222,0.111111111111111,9,12,0.75,4,4,1,2,2,1,0.545454545454545,0.272727272727273,0.181818181818182,3,6,0.5,3,3,1,2,2,1,1,5,6,0.833333333333333,0.333333333333333,0.5,0.166666666666667,1,2,0.5,3,3,1,1,1,1,1,1,3.75,0.0555555555555556,0.0909090909090909,1,1,0,0,1,3.75,0.0555555555555556,0.0909090909090909,0,0,1,3.75,0.0555555555555556,0.0909090909090909,0,7,7,26.25,0.388888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Krieger","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,57,0.842105263157895,47,56,0.839285714285714,5,5,1,0.0892857142857143,0.666666666666667,0.263157894736842,0.0701754385964912,30,38,0.789473684210526,14,15,0.933333333333333,4,4,1,0.678571428571429,0.25,0.0714285714285714,30,38,0.789473684210526,13,14,0.928571428571429,4,4,1,1,5,5,1,0.8,0,0.2,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2.87234042553191,0.0526315789473684,0.0535714285714286,0,1,3,2.87234042553191,0.0526315789473684,0.0535714285714286,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0.5,6,3,0,0,0,0,1,13,10,3,1,0.957446808510638,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Lloyd","USA",47,1,1,3,5.74468085106383,0.333333333333333,0,0,2,1,0.333333333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.82978723404255,0,0,0,2,0,0,0,31,35,0.885714285714286,30,34,0.882352941176471,18,19,0.947368421052632,0.558823529411765,0.485714285714286,0.285714285714286,0.228571428571429,13,17,0.764705882352941,10,10,1,8,8,1,0.5,0.294117647058824,0.205882352941176,13,17,0.764705882352941,10,10,1,7,7,1,1,18,19,0.947368421052632,0.368421052631579,0.315789473684211,0.315789473684211,6,7,0.857142857142857,6,6,1,6,6,1,0,0,0,0,0,0,0,0,1,1,1.91489361702128,0.0285714285714286,0.0294117647058824,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0.8,5,1,0,0,0,3,1,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"McCaffrey","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.957446808510638,0,0,0,0,0,0,0,0,0,0,0,0,32,42,0.761904761904762,32,42,0.761904761904762,13,18,0.722222222222222,0.428571428571429,0.333333333333333,0.30952380952381,0.357142857142857,9,14,0.642857142857143,8,13,0.615384615384615,15,15,1,0.333333333333333,0.30952380952381,0.357142857142857,9,14,0.642857142857143,8,13,0.615384615384615,15,15,1,1,13,18,0.722222222222222,0.388888888888889,0.277777777777778,0.333333333333333,4,7,0.571428571428571,3,5,0.6,6,6,1,3,8,7.65957446808511,0.19047619047619,0.19047619047619,0.375,7,1,0,0,0,0,0,0,1,4,3.82978723404255,0.0952380952380952,0.0952380952380952,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.666666666666667,15,5,0,1,0,0,3,3,0,0,2,10,5,7,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Mewis","USA",94,1,1,7,6.70212765957447,0.571428571428571,3,0,3,3,0.428571428571429,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957446808510638,0,0,0,1,0,0,0,65,75,0.866666666666667,65,75,0.866666666666667,26,28,0.928571428571429,0.373333333333333,0.52,0.24,0.24,29,39,0.743589743589744,18,18,1,18,18,1,0.52,0.24,0.24,29,39,0.743589743589744,18,18,1,18,18,1,1,26,28,0.928571428571429,0.357142857142857,0.25,0.392857142857143,8,10,0.8,7,7,1,11,11,1,0,0,0,0,0,0,0,0,0,1,0.957446808510638,0.0133333333333333,0.0133333333333333,0,1,3,2.87234042553191,0.04,0.04,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,0,0,1,12,0.857142857142857,14,2,0,0,1,5,1,11,4,7,2,1.91489361702128,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Morgan","USA",47,0,0,2,3.82978723404255,1,2,0,0,1,0.5,0,2,0,0,0,0,1,0,0,0,0,0,0,1.91489361702128,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0.6,6,10,0.6,5,8,0.625,0.8,0.5,0.2,0.3,2,5,0.4,1,2,0.5,3,3,1,0.5,0.2,0.3,2,5,0.4,1,2,0.5,3,3,1,1,5,8,0.625,0.5,0.25,0.25,2,4,0.5,1,2,0.5,2,2,1,0,0,0,0,0,0,0,0,0,1,1.91489361702128,0.1,0.1,0,0,2,3.82978723404255,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,3,2,2,1,0,0,0,0,0,0,0,3,0,1,0,1,1,1.91489361702128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
"Naeher","USA",94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,6,6,1,1,1,1,0.166666666666667,0.75,0.25,0,6,6,1,2,2,1,0,0,0,0.833333333333333,0.166666666666667,0,5,5,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,8,2,1,2,0,0,0,1,1,1,"USA-PUR"
"O'Hara","USA",94,1,1,2,1.91489361702128,0.5,0,0,1,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.957446808510638,1,1,0,0,0,1,0,50,68,0.735294117647059,38,48,0.791666666666667,21,22,0.954545454545455,0.458333333333333,0.455882352941176,0.397058823529412,0.147058823529412,21,31,0.67741935483871,19,27,0.703703703703704,10,10,1,0.583333333333333,0.3125,0.104166666666667,20,28,0.714285714285714,13,15,0.866666666666667,5,5,1,1,21,22,0.954545454545455,0.454545454545455,0.409090909090909,0.136363636363636,9,10,0.9,9,9,1,3,3,1,4,8,7.65957446808511,0.117647058823529,0.166666666666667,0.5,7,1,1,1,0.957446808510638,0.0147058823529412,0.0208333333333333,1,3,5,4.78723404255319,0.0735294117647059,0.104166666666667,0.6,6,9,8.61702127659574,0.132352941176471,0.666666666666667,5,0.555555555555556,9,0,0,1,0.5,2,0,0,0,0,2,1,0.5,2,1,1,0,3,0.6,5,2,2,0,2,6,3,5,2,3,2,1.91489361702128,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA-PUR"
