"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Int.per.90"
"Fiol","PUR",48,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,3,1,3,3,1,3,3,1,1,0.666666666666667,0.333333333333333,0,2,2,1,1,1,1,0,0,NA,0.666666666666667,0.333333333333333,0,2,2,1,1,1,1,0,0,NA,1,3,3,1,0.666666666666667,0.333333333333333,0,2,2,1,1,1,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,3,0,0,0,2,2,0,0,2,20,0,1,1,0,1,1,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.875
"Flores","MEX",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,11,16,0.6875,6,9,0.666666666666667,3,4,0.75,0.444444444444444,0.6875,0,0.3125,6,11,0.545454545454545,0,0,NA,5,5,1,0.666666666666667,0,0.333333333333333,3,6,0.5,0,0,NA,3,3,1,0.3125,4,5,0.8,0.6,0,0.4,2,3,0.666666666666667,0,0,NA,2,2,1,0,0,0,0,0,NA,0,0,0,1,0.957446808510638,0.0625,0.111111111111111,0,0,0,0,0,0,NA,5,7,6.70212765957447,0.4375,0.714285714285714,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,2,2,0,0,0,4,4,1,0,2,10,1,3,3,0,1,4,5,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.957446808510638
"Font","PUR",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,15,23,0.652173913043478,15,23,0.652173913043478,7,7,1,0.304347826086957,0.782608695652174,0.130434782608696,0.0869565217391304,10,18,0.555555555555556,3,3,1,2,2,1,0.782608695652174,0.130434782608696,0.0869565217391304,10,18,0.555555555555556,3,3,1,2,2,1,0.304347826086957,7,7,1,0.571428571428571,0.285714285714286,0.142857142857143,4,4,1,2,2,1,1,1,1,0,0,0,0,0,NA,0,0,0,2,1.91489361702128,0.0869565217391304,0.0869565217391304,0,5,9,8.61702127659574,0.391304347826087,0.391304347826087,0.555555555555556,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,0,0,NA,0,0,1,0,6,14,4,3,2,1,2,8,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.91489361702128
"Francois","TRI",23,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0.5,1,0,0,0,2,0,0,0,NA,0,0,NA,1,0,0,0,2,0,0,0,NA,0,0,NA,0.5,0,1,0,1,0,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.333333333333333,3,2,0,0,0,9,3,2,1,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"G. Villalobos","CRC",15,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.5,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Garciamendez","MEX",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,9,14,0.642857142857143,9,13,0.692307692307692,4,4,1,0.307692307692308,0.642857142857143,0.142857142857143,0.214285714285714,4,9,0.444444444444444,2,2,1,3,3,1,0.615384615384615,0.153846153846154,0.230769230769231,4,8,0.5,2,2,1,3,3,1,0.285714285714286,4,4,1,0.25,0.25,0.5,1,1,1,1,1,1,2,2,1,0,0,0,0,0,NA,0,0,0,4,3.82978723404255,0.285714285714286,0.307692307692308,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,0.333333333333333,6,4,2,0,3,9,4,4,3,1,1,8,7,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.957446808510638
"Granados","CRC",49,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,18,23,0.782608695652174,17,21,0.80952380952381,5,6,0.833333333333333,0.285714285714286,0.608695652173913,0.130434782608696,0.260869565217391,9,14,0.642857142857143,3,3,1,6,6,1,0.619047619047619,0.142857142857143,0.238095238095238,9,13,0.692307692307692,3,3,1,5,5,1,0.260869565217391,5,6,0.833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,2,0.5,2,2,1,2,2,1,0,0,0,0,0,NA,0,0,0,4,7.3469387755102,0.173913043478261,0.19047619047619,0,1,1,1.83673469387755,0.0434782608695652,0.0476190476190476,1,0,0,0,0,NA,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0,0,3,8,3,3,1,2,0,3,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Gustafson","PUR",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,39,0.205128205128205,6,28,0.214285714285714,0,0,NA,0,1,0,0,8,39,0.205128205128205,0,0,NA,0,0,NA,1,0,0,6,28,0.214285714285714,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,7,37,35.4255319148936,0.948717948717949,1.32142857142857,0.189189189189189,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,3,0,0,0,0,3,0,NA,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,9,16,0.5625,3,0,3,1,3,2,1,0,0,0,2,0,3,2,1,1,1,0,0,0,0,2,0,8,0.205128205128205,39,1,1,1,1,0.142857142857143,7,6,0.206896551724138,29,0
"Heath","USA",376,4,2,7,1.67553191489362,0.428571428571429,0,1,4,4,0.571428571428571,0,6,1,0,0,0,1,0,NA,0,0,0,0,0.23936170212766,0,0,0,3,0.718085106382979,1,0.333333333333333,1,1,0,0,0,155,180,0.861111111111111,152,177,0.858757062146893,79,92,0.858695652173913,0.519774011299435,0.355555555555556,0.255555555555556,0.388888888888889,51,64,0.796875,38,46,0.826086956521739,66,70,0.942857142857143,0.355932203389831,0.259887005649718,0.384180790960452,50,63,0.793650793650794,38,46,0.826086956521739,64,68,0.941176470588235,0.511111111111111,79,92,0.858695652173913,0.304347826086957,0.239130434782609,0.456521739130435,20,28,0.714285714285714,19,22,0.863636363636364,40,42,0.952380952380952,4,11,2.63297872340426,0.0611111111111111,0.0621468926553672,0.363636363636364,10,1,3,4,0.957446808510638,0.0222222222222222,0.0225988700564972,0.75,9,11,2.63297872340426,0.0611111111111111,0.0621468926553672,0.818181818181818,0,0,0,0,NA,0,NA,0,0,0,3,1,3,0,0,0,0,3,16,0.592592592592593,27,11,7,5,5,0.294117647058824,17,12,3,0,4,32,18,27,16,11,8,10,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.91489361702128
"Herrera","CRC",28,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,14,19,0.736842105263158,14,19,0.736842105263158,11,14,0.785714285714286,0.736842105263158,0.421052631578947,0.315789473684211,0.263157894736842,4,8,0.5,5,6,0.833333333333333,5,5,1,0.421052631578947,0.315789473684211,0.263157894736842,4,8,0.5,5,6,0.833333333333333,5,5,1,0.736842105263158,11,14,0.785714285714286,0.357142857142857,0.357142857142857,0.285714285714286,2,5,0.4,5,5,1,4,4,1,0,1,3.21428571428571,0.0526315789473684,0.0526315789473684,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,0,1,0,2,0.666666666666667,3,1,1,0,3,22,1,6,5,1,3,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,9.64285714285714
"Hinkle","USA",132,1,0,1,0.681818181818182,1,1,0,0,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,73,83,0.879518072289157,73,83,0.879518072289157,18,21,0.857142857142857,0.253012048192771,0.397590361445783,0.240963855421687,0.36144578313253,25,33,0.757575757575758,18,20,0.9,30,30,1,0.397590361445783,0.240963855421687,0.36144578313253,25,33,0.757575757575758,18,20,0.9,30,30,1,0.253012048192771,18,21,0.857142857142857,0.428571428571429,0.238095238095238,0.333333333333333,7,9,0.777777777777778,4,5,0.8,7,7,1,2,4,2.72727272727273,0.0481927710843374,0.0481927710843374,0.5,4,0,3,6,4.09090909090909,0.072289156626506,0.072289156626506,0.5,14,14,9.54545454545454,0.168674698795181,0.168674698795181,1,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,3,0.75,4,1,1,1,0,0,2,2,0,0,2,6,5,10,8,2,3,5,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.04545454545455
"Horan","USA",334,4,1,6,1.61676646706587,0.166666666666667,0,0,5,3,0.5,0,4,0,2,0,0,1,2,1,1,1,0,2,0.269461077844311,0.538922155688623,0,0,0,0,0,NA,0,0,0,0,0,193,228,0.846491228070175,187,221,0.846153846153846,86,95,0.905263157894737,0.429864253393665,0.535087719298246,0.254385964912281,0.210526315789474,94,122,0.770491803278688,54,58,0.931034482758621,45,48,0.9375,0.552036199095023,0.235294117647059,0.212669683257919,94,122,0.770491803278688,49,52,0.942307692307692,44,47,0.936170212765957,0.416666666666667,86,95,0.905263157894737,0.463157894736842,0.263157894736842,0.273684210526316,39,44,0.886363636363636,23,25,0.92,24,26,0.923076923076923,4,5,1.34730538922156,0.0219298245614035,0.0226244343891403,0.8,5,0,9,18,4.8502994011976,0.0789473684210526,0.081447963800905,0.5,3,4,1.07784431137725,0.0175438596491228,0.0180995475113122,0.75,0,0,0,0,NA,3,0.75,4,0,0,3,1,3,0,0,0,0,3,12,0.8,15,3,10,9,27,0.574468085106383,47,20,8,0,8,53,14,33,15,18,7,9,5,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.88622754491018
"Johnson","MEX",26,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,2,0.5,1,2,0.5,0,1,0,0.5,0.5,0.5,0,1,1,1,0,1,0,0,0,NA,0.5,0.5,0,1,1,1,0,1,0,0,0,NA,0.5,0,1,0,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,2,0,0,0,NA,0,0,0,0,0,4,1,2,1,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Johnston","USA",356,4,0,1,0.252808988764045,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,197,224,0.879464285714286,196,222,0.882882882882883,33,40,0.825,0.18018018018018,0.633928571428571,0.290178571428571,0.0758928571428571,116,142,0.816901408450704,64,65,0.984615384615385,17,17,1,0.635135135135135,0.288288288288288,0.0765765765765766,116,141,0.822695035460993,63,64,0.984375,17,17,1,0.178571428571429,33,40,0.825,0.625,0.2,0.175,18,25,0.72,8,8,1,7,7,1,1,1,0.252808988764045,0.00446428571428571,0.0045045045045045,1,1,0,3,18,4.55056179775281,0.0803571428571429,0.0810810810810811,0.166666666666667,1,1,0.252808988764045,0.00446428571428571,0.0045045045045045,1,0,0,0,0,NA,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,8,1,8,0,0,4,4,0.444444444444444,9,5,2,0,1,19,3,30,18,10,7,4,11,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.76966292134831
"K. Johnson","PUR",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,10,16,0.625,10,11,0.909090909090909,4,4,1,0.363636363636364,0.6875,0.25,0.0625,5,11,0.454545454545455,4,4,1,1,1,1,0.545454545454545,0.363636363636364,0.0909090909090909,5,6,0.833333333333333,4,4,1,1,1,1,0.25,4,4,1,0.5,0.25,0.25,2,2,1,1,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,5,4.78723404255319,0.3125,0.454545454545455,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,5,0,0,0,0,5,0,0,1,1,0,0,0,NA,0,0,2,0,4,11,6,5,3,2,2,10,4,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.91489361702128
"K. Villalobos","CRC",26,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,4,0.75,3,4,0.75,2,2,1,0.5,0,0.5,0.5,0,0,NA,1,2,0.5,2,2,1,0,0.5,0.5,0,0,NA,1,2,0.5,2,2,1,0.5,2,2,1,0,0,1,0,0,NA,0,0,NA,2,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Ka. Forbes","TRI",92,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,6,14,0.428571428571429,3,5,0.6,2,2,1,0.4,0.857142857142857,0.0714285714285714,0.0714285714285714,4,12,0.333333333333333,1,1,1,1,1,1,0.6,0.2,0.2,1,3,0.333333333333333,1,1,1,1,1,1,0.142857142857143,2,2,1,0,0.5,0.5,0,0,NA,1,1,1,1,1,1,0,0,0,0,0,NA,0,0,3,10,9.78260869565217,0.714285714285714,2,0.3,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,3,0.375,8,0,0,0,0,8,0,NA,0,0,0,0,0,0,2,2,1,0,1,5,3,2,2,0,1,6,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.978260869565217
"Ki. Forbes","TRI",92,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,7,14,0.5,4,9,0.444444444444444,0,0,NA,0,1,0,0,7,14,0.5,0,0,NA,0,0,NA,1,0,0,4,9,0.444444444444444,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,6,13,12.7173913043478,0.928571428571429,1.44444444444444,0.461538461538462,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,1,1,1,0,0,0,0,1,0,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,1,0,2,0,0,0,8,4,12,0.333333333333333,4,1,3,0.75,4,3,1,2,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1,7,0.5,14,1,1,1,1,0.333333333333333,3,5,0.625,8,1.95652173913043
"King","TRI",92,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,6,0.333333333333333,2,5,0.4,0,1,0,0.2,1,0,0,2,6,0.333333333333333,0,0,NA,0,0,NA,1,0,0,2,5,0.4,0,0,NA,0,0,NA,0.166666666666667,0,1,0,1,0,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,3,2.93478260869565,0.5,0.6,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,0,0,1,1,1,0,2,0,0,9,2,5,4,1,0,4,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Klingenberg","USA",400,4,0,1,0.225,1,1,0,0,0,0,0,1,0,0,0,0,1,3,0.333333333333333,1,0,2,1,0.225,0.675,0,0,0,0,0,NA,0,0,0,0,0,197,232,0.849137931034483,176,206,0.854368932038835,59,71,0.830985915492958,0.344660194174757,0.435344827586207,0.241379310344828,0.323275862068966,75,101,0.742574257425743,49,56,0.875,73,75,0.973333333333333,0.466019417475728,0.218446601941748,0.315533980582524,73,96,0.760416666666667,40,45,0.888888888888889,63,65,0.969230769230769,0.306034482758621,59,71,0.830985915492958,0.507042253521127,0.183098591549296,0.309859154929577,25,36,0.694444444444444,13,13,1,21,22,0.954545454545455,9,12,2.7,0.0517241379310345,0.058252427184466,0.75,12,0,3,7,1.575,0.0301724137931034,0.0339805825242718,0.428571428571429,12,19,4.275,0.0818965517241379,0.0922330097087379,0.631578947368421,20,25,5.625,0.107758620689655,0.8,0,NA,0,0,0,1,1,1,0,0,0,0,1,10,0.666666666666667,15,5,6,3,6,0.428571428571429,14,8,2,0,3,25,10,24,18,5,12,15,4,2,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.7
"Krieger","USA",238,3,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.378151260504202,0,0,0,0,0,NA,0,0,0,0,0,120,143,0.839160839160839,109,130,0.838461538461538,24,28,0.857142857142857,0.215384615384615,0.58041958041958,0.251748251748252,0.167832167832168,64,83,0.771084337349398,33,36,0.916666666666667,23,24,0.958333333333333,0.576923076923077,0.253846153846154,0.169230769230769,58,75,0.773333333333333,30,33,0.909090909090909,21,22,0.954545454545455,0.202797202797203,25,29,0.862068965517241,0.517241379310345,0.344827586206897,0.137931034482759,13,15,0.866666666666667,9,10,0.9,3,4,0.75,4,5,1.89075630252101,0.034965034965035,0.0384615384615385,0.8,5,0,3,10,3.78151260504202,0.0699300699300699,0.0769230769230769,0.3,12,16,6.05042016806723,0.111888111888112,0.123076923076923,0.75,9,11,4.15966386554622,0.0769230769230769,0.818181818181818,0,NA,0,0,0,2,1,2,0,0,0,0,2,2,0.666666666666667,3,1,1,1,7,0.5,14,7,2,0,1,8,7,24,15,9,8,4,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.02521008403361
"Labbe","CAN",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,15,34,0.441176470588235,11,23,0.478260869565217,2,5,0.4,0.217391304347826,0.941176470588235,0.0294117647058824,0.0294117647058824,14,32,0.4375,1,1,1,0,1,0,0.91304347826087,0.0434782608695652,0.0434782608695652,10,21,0.476190476190476,1,1,1,0,1,0,0.176470588235294,3,6,0.5,0.666666666666667,0.166666666666667,0.166666666666667,2,4,0.5,1,1,1,0,1,0,0,0,0,0,0,NA,0,0,7,25,23.936170212766,0.735294117647059,1.08695652173913,0.28,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,5,0,0,0,0,5,0,NA,0,0,0,0,0,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,2,3,0.666666666666667,1,0,0,0,9,6,3,4,2,0,0,0,6,4,2,0,0,0,1,1,0,0,1,15,0.441176470588235,34,3,1,3,1,0.333333333333333,3,1,0.0833333333333333,12,0
"Lawrence","CAN",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,9,17,0.529411764705882,7,14,0.5,6,10,0.6,0.714285714285714,0.529411764705882,0.294117647058824,0.176470588235294,3,9,0.333333333333333,3,5,0.6,3,3,1,0.642857142857143,0.285714285714286,0.0714285714285714,3,9,0.333333333333333,3,4,0.75,1,1,1,0.588235294117647,6,10,0.6,0.7,0.2,0.1,3,7,0.428571428571429,2,2,1,1,1,1,3,4,3.82978723404255,0.235294117647059,0.285714285714286,0.75,4,0,0,0,0,0,0,NA,0,1,0.957446808510638,0.0588235294117647,0.0714285714285714,0,1,1,0.957446808510638,0.0588235294117647,1,1,0.5,2,0,0,0,NA,0,0,0,0,0,0,3,0.75,4,1,1,1,1,0.111111111111111,9,8,3,0,6,30,4,1,1,0,1,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.957446808510638
